"","X","address","bedroom","bathroom","carspace","soldprice","landareas","yearsold","CBD_Distance","latitute","longitude","distanceSchool","agency","schoolName","Suburb","position"
"6697",6720,"2 Gailes Street Sutherland NSW 2232",3,2,3,1515000,607,2021,21.38,-34.0232055,151.0569621,0.11," Highland Property Agents ","Sutherland North Public School ","Sutherland","South"
"6698",6721,"26 Rata Pl Sutherland NSW 2232",4,2,2,1545000,619,2021,22.1,-34.0255655,151.0661425,0.7," Brix Property Agents ","Woronora River Public School ","Sutherland","South"
"6699",6722,"5 Hornby Avenue Sutherland NSW 2232",3,1,2,1330000,620,2021,21.41,-34.0234066,151.0677674,0.3," Century 21 Hill & Viteri ","Jannali Public School ","Sutherland","South"
"6700",6723,"145 Jannali Avenue Sutherland NSW 2232",3,1,4,1307500,651,2021,21.78,-34.0269154,151.059873,0.57," 2233 Realty ","Jannali Public School ","Sutherland","South"
"6701",6724,"136 Glencoe Street Sutherland NSW 2232",3,1,1,1000000,658,2021,22.71,-34.027122,151.0618253,0.58," Highland Property Agents ","Minerva School ","Sutherland","South"
"6702",6725,"31 Auburn Street Sutherland NSW 2232",5,2,2,1300000,556,2021,21.51,-34.0389438,151.0622161,0.16," Abode Property Agents ","Sutherland North Public School ","Sutherland","South"
"6703",6726,"111A The Grand Parade Sutherland NSW 2232",5,3,2,1605000,968,2021,22.34,-34.0275798,151.0657041,0.64," McGrath ","Woronora River Public School ","Sutherland","South"
"6704",6727,"21 Aldgate Street Sutherland NSW 2232",5,2,2,1335000,670,2021,22.41,-34.0267786,151.0500477,0.47," Sanders Property Agents ","St Patrick's Catholic Primary School ","Sutherland","South"
"6705",6728,"111 Jannali Avenue Sutherland NSW 2232",3,2,2,1185000,575,2021,21.38,-34.0362773,151.0632834,0.22," Century 21 Hill & Viteri ","Jannali Public School ","Sutherland","South"
"6706",6729,"52 Leonay St Sutherland NSW 2232",3,2,3,1200000,687,2021,22.18,-34.0238558,151.0621223,0.7," Marland Real Estate ","Woronora River Public School ","Sutherland","South"
"6707",6730,"111 The Grand Parade Sutherland NSW 2232",3,1,1,1260000,1157,2021,22.38,-34.0377893,151.0597257,0.66," McGrath ","Woronora River Public School ","Sutherland","South"
"6708",6731,"18 Hornby Avenue Sutherland NSW 2232",4,2,1,1465000,581,2021,21.47,-34.0257943,151.0512975,0.27," Fox & Wood ","Jannali Public School ","Sutherland","South"
"6709",6732,"82B Auburn Street Sutherland NSW 2232",3,2,1,1000000,245,2021,22.32,-34.0282714,151.0650723,0.53," Pulse Property Agents ","St Patrick's Catholic Primary School ","Sutherland","South"
"6710",6733,"30 Vermont Street Sutherland NSW 2232",4,2,2,1100000,560,2021,21.89,-34.0362324,151.0648834,0.63," Sanders Property Agents ","Jannali Public School ","Sutherland","South"
"6711",6734,"81 Bassett Street Hurstville NSW 2220",3,2,2,2102000,743,2023,14.36,-33.9581615,151.0892515,0.51," Ray White ","Penshurst Public School ","Hurstville","South"
"6712",6735,"14 Heber Street Hurstville NSW 2220",5,3,2,2500000,607,2023,13.88,-33.9572439,151.0951075,0.91," Raine & Horne Bexley ","Penshurst Public School ","Hurstville","South"
"6713",6736,"264 Carrington Avenue Hurstville NSW 2220",3,2,2,1550000,400,2023,13.92,-33.952483,151.0896793,1.11," McGrath ","Regina Coeli Catholic Primary School ","Hurstville","South"
"6714",6737,"24 Smiths Avenue Hurstville NSW 2220",2,1,2,1700000,550,2023,13.16,-33.9530896,151.1011753,1.06," Raine & Horne Bexley ","Danebank School ","Hurstville","South"
"6715",6738,"31 Warwick Street Hurstville NSW 2220",7,6,2,2450000,689,2023,14.35,-33.9554189,151.0865181,0.8," Belle Property ","Penshurst Public School ","Hurstville","South"
"6716",6739,"28 Neirbo Avenue Hurstville NSW 2220",3,1,1,1850000,607,2023,14.48,-33.9677211,151.0982941,0.5," Professionals Montgomery ","Hurstville Public School ","Hurstville","South"
"6717",6740,"54 Moore Street Hurstville NSW 2220",3,2,3,1680000,514,2023,13.03,-33.9551308,151.0906323,0.96," Stone ","Danebank School ","Hurstville","South"
"6718",6741,"3 Elizabeth Street Hurstville NSW 2220",3,2,2,1780000,405,2023,13.67,-33.9580552,151.1039073,0.39," McGrath ","Danebank School ","Hurstville","South"
"6719",6742,"98 Gloucester Road Hurstville NSW 2220",3,2,1,1500000,399,2023,14.1,-33.9511766,151.0963383,0.71," PRD Nationwide Hurstville ","Penshurst Public School ","Hurstville","South"
"6720",6743,"2 Regan Street Hurstville NSW 2220",4,2,3,2020000,759,2023,13.74,-33.9520782,151.0917716,NA," Samrani Property Group ",NA,"Hurstville","South"
"6721",6744,"102 The Avenue Hurstville NSW 2220",4,2,2,2426000,720,2023,13.63,-33.9601094,151.1022259,0.27," Ray White ","Danebank School ","Hurstville","South"
"6722",6745,"8 Denman Street Hurstville NSW 2220",3,2,1,1330000,556,2023,14.84,-33.971992,151.0981275,0.12," McGrath Oatley ","Hurstville Public School ","Hurstville","South"
"6723",6746,"13 Warraba Street Hurstville NSW 2220",5,4,2,2550000,499,2023,13.02,-33.9528157,151.102868,1.08," McGrath ","Danebank School ","Hurstville","South"
"6724",6747,"94 Moore Street Hurstville NSW 2220",6,3,4,1900000,525,2023,13.29,-33.9553424,151.1017504,0.8," Realm Property Group","Danebank School ","Hurstville","South"
"6725",6748,"203 Dora Street Hurstville NSW 2220",3,1,2,1450000,395,2023,13.94,-33.9572162,151.0942861,0.86," McGrath ","Penshurst Public School ","Hurstville","South"
"6726",6749,"153 Patrick Street Hurstville NSW 2220",4,2,2,1409000,486,2023,13.72,-33.9524462,151.0924527,NA," LJ Hooker ",NA,"Hurstville","South"
"6727",6750,"75 Bassett Street Hurstville NSW 2220",3,1,4,2080000,740,2023,14.36,-33.9523901,151.0909331,0.49," Wayne Singh Real Estate ","Penshurst Public School ","Hurstville","South"
"6728",6751,"17 Australia Street Hurstville NSW 2220",3,1,3,1020000,284,2022,14.76,-33.9584949,151.0895396,0.27," Ray White ","Hurstville Public School ","Hurstville","South"
"6729",6752,"42-44 Lily Street Hurstville NSW 2220",4,3,1,2350000,977,2022,13.5,-33.9736662,151.101761,0.54," HT Wills Real Estate Hurstville ","Sydney Technical High School ","Hurstville","South"
"6730",6753,"49 Taunton Road Hurstville NSW 2220",5,3,2,2240000,520,2022,13.31,-33.9549997,151.0946531,0.73," Ray White ","Danebank School ","Hurstville","South"
"6731",6754,"48 Lily Street Hurstville NSW 2220",4,3,2,1820000,490,2022,13.49,-33.9559753,151.1021284,0.52," Ray White ","Sydney Technical High School ","Hurstville","South"
"6732",6755,"12 Maher Street Hurstville NSW 2220",3,1,1,2200000,780,2022,14.57,-33.9673737,151.1139701,0.17," Ray White ","Woniora Road School ","Hurstville","South"
"6733",6756,"84 Donald Street Hurstville NSW 2220",3,1,2,1373800,555,2022,13.6,-33.9543777,151.102576,1.12," HT Wills and Co ","Danebank School ","Hurstville","South"
"6734",6757,"11 Neirbo Avenue Hurstville NSW 2220",4,2,2,1500000,600,2022,14.52,-33.9710743,151.1013535,0.71," McGrath ","Hurstville Public School ","Hurstville","South"
"6735",6758,"1 Meakem Street Hurstville NSW 2220",3,2,2,1420000,493,2022,14.35,-33.9541145,151.0959518,0.58," Ray White ","Danebank School ","Hurstville","South"
"6736",6759,"3 Joan Street Hurstville NSW 2220",3,1,2,1660000,555,2022,13.8,-33.9534424,151.0941168,1.01," Belle Property ","Penshurst Public School ","Hurstville","South"
"6737",6760,"58 The Avenue Hurstville NSW 2220",2,1,2,1820000,632,2022,13.71,-33.963398,151.1050339,0.23," Ray White ","Danebank School ","Hurstville","South"
"6738",6761,"75 Bristol Road Hurstville NSW 2220",3,1,3,1655000,512,2022,13.55,-33.9577264,151.0973967,0.25," McGrath ","Danebank School ","Hurstville","South"
"6739",6762,"46 Moore St Hurstville NSW 2220",7,4,4,2300000,520,2022,12.98,-33.9515986,151.0925263,0.99," CoStar Real Estate ","Danebank School ","Hurstville","South"
"6740",6763,"25 Clevedon Road Hurstville NSW 2220",5,4,2,2250000,519,2022,13.56,-33.960402,151.1037064,0.42," Starr Partners ","Danebank School ","Hurstville","South"
"6741",6764,"15 Warraba Street Hurstville NSW 2220",6,5,4,3520000,569,2022,13.02,-33.9537264,151.1044975,1.09," McGrath ","Danebank School ","Hurstville","South"
"6742",6765,"26 John Street Hurstville NSW 2220",5,2,2,2034000,493,2022,13.84,-33.9588418,151.1017361,0.63," Ray White ","Danebank School ","Hurstville","South"
"6743",6766,"92 Hudson Street Hurstville NSW 2220",3,1,1,1848000,520,2022,13.59,-33.9527053,151.1028007,0.27," Ray White ","Danebank School ","Hurstville","South"
"6744",6767,"184A Patrick Street Hurstville NSW 2220",5,4,4,2655000,405,2022,13.7,-33.9556506,151.0960179,0.98," McGrath ","Danebank School ","Hurstville","South"
"6745",6768,"24 Taunton Road Hurstville NSW 2220",4,1,3,1680500,728,2022,13.28,-33.9570587,151.1038479,0.61," McGrath ","Danebank School ","Hurstville","South"
"6746",6769,"19 O'briens Road Hurstville NSW 2220",4,3,2,1830000,430,2022,14.45,-33.9678189,151.0989431,0.49," McGrath ","Hurstville Public School ","Hurstville","South"
"6747",6770,"220 Carrington Avenue Hurstville NSW 2220",5,4,1,2600000,485,2022,13.94,-33.9548842,151.0917484,0.94," LJ Hooker ","Penshurst Public School ","Hurstville","South"
"6748",6771,"3 Woniora Road Hurstville NSW 2220",3,1,2,1290000,668,2022,14.42,-33.9656228,151.0967114,0.66," HT Wills Real Estate Hurstville ","Danebank School ","Hurstville","South"
"6749",6772,"47 Millett Street Hurstville NSW 2220",3,2,2,1622500,650,2022,14.27,-33.9599736,151.0923887,0.53," HT Wills and Co ","Penshurst Public School ","Hurstville","South"
"6750",6773,"25 Hurstville Road Hurstville NSW 2220",4,3,3,1850000,430,2022,15.02,-33.9742554,151.0982659,0.26," Ausrealty Estate Agents ","Hurstville Public School ","Hurstville","South"
"6751",6774,"71 Smiths Avenue Hurstville NSW 2220",3,2,2,1600000,470,2022,13.16,-33.9506417,151.098603,1.07," LJ Hooker ","Our Lady of Fatima Catholic Primary School ","Hurstville","South"
"6752",6775,"127 Carrington Avenue Hurstville NSW 2220",5,2,3,2075000,613,2022,14.05,-33.9590339,151.0945862,0.75," Ray White ","Penshurst Public School ","Hurstville","South"
"6753",6776,"38 Barnards Avenue Hurstville NSW 2220",6,3,5,1700000,525,2022,13.25,-33.9523754,151.0990434,NA," PRD Nationwide Hurstville ",NA,"Hurstville","South"
"6754",6777,"20 Queens Road Hurstville NSW 2220",7,2,3,2420000,1144,2022,13.15,-33.9593726,151.1087419,0.63," McGrath ","Hurstville Adventist School ","Hurstville","South"
"6755",6778,"134 Millett Street Hurstville NSW 2220",3,1,2,1100000,405,2022,14.15,-33.9549124,151.088852,0.86," Ray White ","Penshurst Public School ","Hurstville","South"
"6756",6779,"78 Beronga Avenue Hurstville NSW 2220",3,1,1,1562000,531,2022,13.06,-33.954076,151.0999645,0.87," Ray White ","Danebank School ","Hurstville","South"
"6757",6780,"105 Donald Street Hurstville NSW 2220",4,2,NA,1700000,575,2022,13.63,-33.9548322,151.1045874,1.23," McGrath ","Penshurst Public School ","Hurstville","South"
"6758",6781,"16 Thomas Street Hurstville NSW 2220",6,6,2,2910000,651,2022,14.09,-33.953353,151.0988619,1.03," Cityview Real Estate ","Penshurst Public School ","Hurstville","South"
"6759",6782,"49 Smiths Avenue Hurstville NSW 2220",8,4,5,2500000,664,2022,13.18,-33.9529398,151.0941901,1.15," Ray White ","Our Lady of Fatima Catholic Primary School ","Hurstville","South"
"6760",6783,"10 Mabel Street Hurstville NSW 2220",3,2,2,1450000,386,2022,14.58,-33.953283,151.0880629,0.2," Professionals Montgomery ","Hurstville Public School ","Hurstville","South"
"6761",6784,"72 Illawarra Street Allawah NSW 2218",3,1,1,1842000,607,2023,13.95,-33.9747741,151.11748,0.63," Ray White ","St Raphael's Catholic Primary School ","Allawah","South"
"6762",6785,"161 St Georges Parade Allawah NSW 2218",4,3,2,2150000,530,2022,14.36,-33.97548,151.1167382,0.28," Elders Real Estate ","St Raphael's Catholic Primary School ","Allawah","South"
"6763",6786,"95 Bellevue Parade Allawah NSW 2218",3,2,1,1205000,451,2022,14.17,-33.9731245,151.1107781,0.22," Henderson Realty ","St Raphael's Catholic Primary School ","Allawah","South"
"6764",6787,"159 St Georges Parade Allawah NSW 2218",3,1,1,1420000,601,2022,14.36,-33.9737067,151.1104766,0.26," Ray White ","St Raphael's Catholic Primary School ","Allawah","South"
"6765",6788,"138 St Georges Parade Allawah NSW 2218",3,1,1,1531000,600,2022,14.24,-33.9767889,151.1131443,0.16," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6766",6789,"83 Bellevue Parade Allawah NSW 2218",2,1,2,1070000,241,2022,14.14,-33.9740899,151.1169234,0.26," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6767",6790,"7 Augusta Street Allawah NSW 2218",3,1,4,2072000,607,2021,13.88,-33.9736397,151.1117441,0.64," Professionals Montgomery ","St Raphael's Catholic Primary School ","Allawah","South"
"6768",6791,"139 Bellevue Parade Allawah NSW 2218",7,3,2,1625000,594,2021,14.25,-33.9766856,151.1130569,0.27," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6769",6792,"73 Woids Avenue Allawah NSW 2218",4,2,1,1200000,400,2021,14.05,-33.9724467,151.1120341,0.35," Elders Real Estate ","St Raphael's Catholic Primary School ","Allawah","South"
"6770",6793,"145 St Georges Parade Allawah NSW 2218",4,2,3,2150000,607,2021,14.33,-33.974989,151.1142348,0.17," LJ Hooker ","St Raphael's Catholic Primary School ","Allawah","South"
"6771",6794,"100 Noble Street Allawah NSW 2218",3,1,1,1170000,486,2020,14.04,-33.9739555,151.1133453,0.54," Laing + Simmons ","St Raphael's Catholic Primary School ","Allawah","South"
"6772",6795,"93 Woids Ave Allawah NSW 2218",4,3,3,1688000,524,2020,14.08,-33.9709559,151.11078,0.3," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6773",6796,"100 Noble Street Allawah NSW 2218",3,1,1,1121000,486,2020,14.04,-33.9759083,151.1123769,0.54," Laing + Simmons ","St Raphael's Catholic Primary School ","Allawah","South"
"6774",6797,"18 Augusta Street Allawah NSW 2218",3,1,1,1050000,380,2020,13.85,-33.974296,151.1183575,0.72," Raine & Horne Bexley ","St Raphael's Catholic Primary School ","Allawah","South"
"6775",6798,"98 St George Parade Allawah NSW 2218",5,2,1,1215000,468,2019,14.18,-33.97446,151.11192,0.24," Sanders Noonan ","St Raphael's Catholic Primary School ","Allawah","South"
"6776",6799,"5 Mona Street Allawah NSW 2218",6,2,2,2650000,677,2019,13.77,-33.973213,151.11086,0.41," Ray White ","St George Christian School ","Allawah","South"
"6777",6800,"96 Bellevue Parade Allawah NSW 2218",3,1,2,1710000,790,2018,14.12,-33.975438,151.11541,0.26," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6778",6801,"122a Woids Avenue Allawah NSW 2218",4,2,2,1501000,530,2017,14.13,-33.973907,151.110651,0.46," Gavan Property ","St Raphael's Catholic Primary School ","Allawah","South"
"6779",6802,"96A Bellevue Parade Allawah NSW 2218",4,1,3,1250000,530,2017,14.12,-33.975657,151.1156,0.26," HARCOURTS GEORGES RIVER ","St Raphael's Catholic Primary School ","Allawah","South"
"6780",6803,"54 Bellevue Parade Allawah NSW 2218",3,1,1,1520000,442,2017,14.04,-33.973688,151.112583,0.22," Laing + Simmons ","St George Christian School ","Allawah","South"
"6781",6804,"114 Bellevue Parade Allawah NSW 2218",6,4,2,2260000,524,2017,14.17,-33.971538,151.110714,0.27," Laing + Simmons ","St Raphael's Catholic Primary School ","Allawah","South"
"6782",6805,"85a Bellevue Parade Allawah NSW 2218",3,1,2,882000,240,2016,14.15,-33.972517,151.112097,0.25," Read Harding Real Estate ","St Raphael's Catholic Primary School ","Allawah","South"
"6783",6806,"152 St Georges Parade Allawah NSW 2218",3,2,1,1040000,600,2016,14.28,-33.973184,151.111353,0.22," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6784",6807,"144 St Georges Parade Allawah NSW 2218",5,2,4,1720000,600,2016,14.26,-33.974625,151.11127,0.18," Ray White ","St Raphael's Catholic Primary School ","Allawah","South"
"6785",6808,"113 Woids Avenue Allawah NSW 2218",4,2,3,1350000,531,2016,14.14,-33.975698,151.112997,0.33," Ray White ","St Raphael's Catholic Primary School ","Allawah","South"
"6786",6809,"118A Woids Avenue Allawah NSW 2218",3,1,1,1200000,512,2016,14.11,-33.97525,151.11261,0.43," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6787",6810,"34 Woids Avenue Allawah NSW 2218",2,1,1,915000,234,2016,13.93,-33.972115,151.119701,0.19," McGrath ","St George Christian School ","Allawah","South"
"6788",6811,"73 St Georges Parade Allawah NSW 2218",3,2,2,1160000,240,2016,14.2,-33.974989,151.114235,0.26," McGrath ","St George Christian School ","Allawah","South"
"6789",6812,"125 Woids Avenue Allawah NSW 2218",5,2,2,1880000,798,2015,14.18,-33.975315,151.115306,0.41," Professionals Montgomery ","St Raphael's Catholic Primary School ","Allawah","South"
"6790",6813,"127 St Georges Parade Allawah NSW 2218",3,2,2,1050000,244,2015,14.29,-33.97353,151.11113,0.09," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6791",6814,"121 Bellevue Parade Allawah NSW 2218",4,2,1,1225000,600,2015,14.21,-33.974834,151.11143,0.2," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6792",6815,"117 Woids Avenue Allawah NSW 2218",5,3,2,1401000,524,2015,14.15,-33.97471,151.11267,0.35," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6793",6816,"48 Bellevue Parade Allawah NSW 2218",3,1,2,1400000,443,2015,14.03,-33.974285,151.11098,0.18," Montgomery Real Estate The Professionals ","St George Christian School ","Allawah","South"
"6794",6817,"4 Burraneer Close Allawah NSW 2218",3,1,1,1280000,467,2015,14.24,-33.975185,151.11441,0.28," Henderson Realty ","St George Christian School ","Allawah","South"
"6795",6818,"21A Lancelot Street Allawah NSW 2218",2,1,2,852000,315,2015,13.77,-33.971268,151.11047,0.61," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6796",6819,"159 St Georges Parade Allawah NSW 2218",3,1,1,1160000,600,2014,14.36,-33.972507,151.10881,0.26," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6797",6820,"21A Lancelot Street Allawah NSW 2218",2,1,2,852000,314,2014,13.77,-33.976685,151.11305,0.61," Argy Property ","St Raphael's Catholic Primary School ","Allawah","South"
"6798",6821,"63 Bellevue Parade Allawah NSW 2218",4,3,2,1230000,480,2013,14.11,-33.96943,151.11082,0.26," Raine & Horne ","St George Christian School ","Allawah","South"
"6799",6822,"87 Woids Avenue Allawah NSW 2218",5,2,2,1110000,534,NA,14.07,-33.97243,151.11916,0.3," H.T.Wills & Co Hurstville","St Raphael's Catholic Primary School ","Allawah","South"
"6800",6823,"152 St Georges Parade Allawah NSW 2218",2,1,1,780000,600,2013,14.28,-33.975698,151.112997,0.22," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6801",6824,"87 Noble Street Allawah NSW 2218",3,1,4,450000,649,NA,14.04,-33.9722439,151.1090712,0.41," LJ Hooker ","St Raphael's Catholic Primary School ","Allawah","South"
"6802",6825,"161 St Georges Parade Allawah NSW 2218",4,3,2,1300000,689,2013,14.36,-33.974715,151.11612,0.28," McGrath ","St Raphael's Catholic Primary School ","Allawah","South"
"6803",6826,"158 St Georges Parade Allawah NSW 2218",3,3,3,1001000,713,2013,14.29,-33.974716,151.11612,0.25," LJ Hooker ","St Raphael's Catholic Primary School ","Allawah","South"
"6804",6827,"99 Bellevue Parade Allawah NSW 2218",3,1,NA,645000,460,NA,14.17,-33.974189,151.114873,0.21," PRDnationwide ","St Raphael's Catholic Primary School ","Allawah","South"
"6805",6829,"3/16-18 Rutland Street Allawah NSW 2218",2,2,1,500000,957,2012,13.58,-33.976789,151.113144,0.86,NA,"St Raphael's Catholic Primary School ","Allawah","South"
"6806",6830,"63 St Georges Parade Allawah NSW 2218",3,1,2,775000,495,2012,14.18,-33.976026,151.11328,0.21,NA,"St George Christian School ","Allawah","South"
"6807",6831,"6 Barsbys Avenue Allawah NSW 2218",3,1,1,625000,441,NA,13.58,-33.970976,151.117977,0.83," Montgomery Real Estate The Professionals ","St Raphael's Catholic Primary School ","Allawah","South"
"6808",6832,"10/11-13 Lancelot Street Allawah NSW 2218",2,1,1,480000,124,2012,13.72,-33.9706553,151.1149018,0.54," Montgomery Real Estate The Professionals ","St George Christian School ","Allawah","South"
"6809",6833,"10/11 Lancelot Street Allawah NSW 2218",2,1,1,480000,124,2012,13.72,-33.9706471,151.1149162,0.54,NA,"St George Christian School ","Allawah","South"
"6810",6834,"56 Union Street Erskineville NSW 2043",2,1,NA,1760000,124,2023,3.76,-33.9005958,151.1822272,0.28," Pratt Barrass Property Management ","Newtown Public School ","Erskineville","South"
"6811",6835,"24 Charles Street Erskineville NSW 2043",4,3,NA,2330000,133,2023,3.36,-33.8977202,151.1849535,0.31," Ray White ","Erskineville Public School ","Erskineville","South"
"6812",6836,"16 Binning Street Erskineville NSW 2043",2,1,1,1550000,118,2023,3.58,-33.9039398,151.1818295,0.14," Adrian William Real Estate ","Erskineville Public School ","Erskineville","South"
"6813",6837,"58 Charles Street Erskineville NSW 2043",4,1,NA,2350000,115,2023,3.42,-33.9013185,151.1870465,0.24," BresicWhitney ","Erskineville Public School ","Erskineville","South"
"6814",6838,"31 Burren Street Erskineville NSW 2043",3,1,NA,1840000,196,2023,3.33,-33.8984312,151.1858907,0.24," Raine & Horne ","Erskineville Public School ","Erskineville","South"
"6815",6839,"10A Knight Street Erskineville NSW 2043",4,2,NA,2482000,149,2023,4.06,-33.9027551,151.1820322,0.54," Ray White ","Newtown Public School ","Erskineville","South"
"6816",6840,"43 Amy Street Erskineville NSW 2043",2,1,NA,1400000,134,2023,4.13,-33.8984567,151.1850329,0.62," Ray White ","Newtown Public School ","Erskineville","South"
"6817",6841,"36 Union Street Erskineville NSW 2043",2,1,NA,1395000,132,2023,3.72,-33.8996339,151.1892134,0.28," Ray White ","Newtown Public School ","Erskineville","South"
"6818",6842,"68 Malcolm Street Erskineville NSW 2043",2,1,1,1710000,145,2022,3.67,-33.9025678,151.1816041,0.21," Ray White ","Erskineville Public School ","Erskineville","South"
"6819",6843,"38 Binning Street Erskineville NSW 2043",3,1,NA,1990000,228,2022,3.67,-33.9027253,151.1874112,0.23," Adrian William Real Estate ","Erskineville Public School ","Erskineville","South"
"6820",6844,"40 Amy Street Erskineville NSW 2043",4,3,NA,2400000,150,2022,4.14,-33.9002004,151.1823584,0.66," Tridas Property","Newtown Public School ","Erskineville","South"
"6821",6845,"122 Union Street Erskineville NSW 2043",2,2,NA,1603000,120,2022,3.91,-33.9030407,151.1874355,0.32," Ray White ","Newtown Public School ","Erskineville","South"
"6822",6846,"11 John Street Erskineville NSW 2043",2,2,NA,1040000,85,2022,3.5,-33.8990307,151.1845187,0.24," True Property ","Erskineville Public School ","Erskineville","South"
"6823",6847,"30 Albert Street Erskineville NSW 2043",3,1,NA,1410000,107,2022,3.48,-33.9028787,151.1839213,0.29," Gerard Partners Real Estate ","Newtown High School of Performing Arts ","Erskineville","South"
"6824",6848,"146 Union Street Erskineville NSW 2043",3,1,NA,1235000,171,2022,3.96,-33.8978262,151.1829442,0.35," Ray White ","Newtown Public School ","Erskineville","South"
"6825",6849,"44 Union Street Erskineville NSW 2043",2,1,NA,1420000,127,2022,3.74,-33.9024338,151.1816562,0.28," Ray White ","Newtown Public School ","Erskineville","South"
"6826",6850,"13 Charles Street Erskineville NSW 2043",3,2,1,1901000,177,2022,3.4,-33.9003571,151.1823065,0.32," Ray White ","Erskineville Public School ","Erskineville","South"
"6827",6851,"19 Prospect Street Erskineville NSW 2043",3,2,NA,1875000,146,2022,3.67,-33.8979342,151.1844821,0.31," Ray White ","Erskineville Public School ","Erskineville","South"
"6828",6852,"147 Rochford Street Erskineville NSW 2043",4,2,1,2450000,177,2022,3.99,-33.9000217,151.1893546,0.41," Ray White ","Newtown Public School ","Erskineville","South"
"6829",6853,"57 Charles Street Erskineville NSW 2043",3,2,NA,2400000,146,2022,3.5,-33.9010164,151.1823936,0.21," Ray White ","Erskineville Public School ","Erskineville","South"
"6830",6854,"1 Ada Lane Erskineville NSW 2043",2,2,NA,1450000,109,2022,3.35,-33.9020516,151.1868534,0.13," Ray White ","St Mary's Catholic Primary School ","Erskineville","South"
"6831",6855,"44 Swanson Street Erskineville NSW 2043",1,1,NA,1060000,72,2022,3.46,-33.9029484,151.1819537,0.03," Ray White ","St Mary's Catholic Primary School ","Erskineville","South"
"6832",6856,"20 Lambert Street Erskineville NSW 2043",4,2,1,3500000,231,2022,3.66,-33.9007267,151.1843283,0.23," Ray White ","Erskineville Public School ","Erskineville","South"
"6833",6857,"24 Metters Street Erskineville NSW 2043",4,2,1,2490000,132,2022,3.77,-33.8990941,151.1884037,0.31," Marble Real Estate ","Erskineville Public School ","Erskineville","South"
"6834",6858,"37 Ashmore Street Erskineville NSW 2043",2,1,NA,1650000,140,2022,3.69,-33.9028571,151.1860927,0.31," Ray White ","Erskineville Public School ","Erskineville","South"
"6835",6859,"88 Union Street Erskineville NSW 2043",2,1,NA,1400000,120,2022,3.83,-33.9027539,151.1876102,0.29," Ray White ","Newtown Public School ","Erskineville","South"
"6836",6860,"10 Metters Street Erskineville NSW 2043",4,2,1,2545000,136,2022,3.79,-33.9012728,151.1820079,0.32," Ray White ","Erskineville Public School ","Erskineville","South"
"6837",6861,"21 Prospect Street Erskineville NSW 2043",4,2,NA,1950000,120,2022,3.68,-33.9028009,151.1857084,0.31," Ray White ","Erskineville Public School ","Erskineville","South"
"6838",6862,"163 Rochford Street Erskineville NSW 2043",3,1,2,2350000,190,2022,4.03,-33.8992984,151.1866497,0.44," Ray White ","Newtown Public School ","Erskineville","South"
"6839",6863,"116 Rochford Street Erskineville NSW 2043",2,1,1,1620000,171,2022,3.95,-33.900378,151.1834111,0.44," Adrian William Real Estate ","Newtown Public School ","Erskineville","South"
"6840",6864,"7/198 George Street Erskineville NSW 2043",3,2,1,1575000,182,2022,3.88,-33.9033092,151.1818206,0.4," Ray White ","Erskineville Public School ","Erskineville","South"
"6841",6865,"5/18 Ethel Street Erskineville NSW 2043",3,2,2,1900000,216,2022,3.37,-33.9028631,151.1824558,0.06," The Agency ","St Mary's Catholic Primary School ","Erskineville","South"
"6842",6866,"71 Rochford Street Erskineville NSW 2043",2,1,NA,1535000,120,2022,3.8,-33.9011439,151.1823528,0.31," Ray White ","Newtown Public School ","Erskineville","South"
"6843",6867,"196 Union Street Erskineville NSW 2043",2,1,1,1600000,145,2022,4.08,-33.8989138,151.1815434,0.44," Belle Property ","Newtown Public School ","Erskineville","South"
"6844",6868,"28 Bridge Street Erskineville NSW 2043",2,1,NA,1410000,75,2022,3.77,-33.9015996,151.1837402,0.29," Kelly & Sons Real Estate ","Erskineville Public School ","Erskineville","South"
"6845",6869,"82 Burren Street Erskineville NSW 2043",2,1,NA,1700000,106,2022,3.35,-33.9035331,151.1812618,0.28," Ray White ","Erskineville Public School ","Erskineville","South"
"6846",6870,"26 Septimus Street Erskineville NSW 2043",4,1,3,2250000,240,2022,3.51,-33.9024637,151.185394,0.35," Ray White ","Newtown High School of Performing Arts ","Erskineville","South"
"6847",6871,"80 Malcolm Street Erskineville NSW 2043",3,1,1,2205000,171,2022,3.7,-33.8978139,151.1852985,0.24," Ray White ","Erskineville Public School ","Erskineville","South"
